LMGP01010003	Glycerophospholipids [GP]	Glycerophosphocholines [GP01]	C45H82NO8P	1-heptadecanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphocholine	PC(17:0/20:4(5Z,8Z,11Z,14Z))	PC(17:0/20:4); PC(37:4); PC(17:0_20:4)
LMGP01010004	Glycerophospholipids [GP]	Glycerophosphocholines [GP01]	C51H90NO8P	1-heneicosanoyl-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine	PC(21:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	PC(21:0/22:6); PC(43:6); PC(21:0_22:6)
LMGP01010005	Glycerophospholipids [GP]	Glycerophosphocholines [GP01]	C42H82NO8P	1-hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine	PC(16:0/18:1(9Z))	PC(16:0/18:1); Palmitoyloleoylphosphatidylcholine; 1-palmitoyl-2-oleoyl-sn-glycero-3-phosphocholine; PC(16:0/18:1w9); POPC; PC(34:1); PC(16:0_18:1)
LMGP01010006	Glycerophospholipids [GP]	Glycerophosphocholines [GP01]	C44H88NO8P	1,2-dioctadecanoyl-sn-glycero-3-phosphocholine	PC(18:0/18:0)	Distearoyl phosphatidylcholine; 1,2-distearoyl-sn-glycero-3-phosphocholine; Di-stearoyl-phosphatidylcholine; PC(36:0); PC(18:0/18:0)
LMGP01010008	Glycerophospholipids [GP]	Glycerophosphocholines [GP01]	C39H76NO8P	1-heptadecanoyl-2-(9Z-tetradecenoyl)-sn-glycero-3-phosphocholine	PC(17:0/14:1(9Z))	PC(17:0/14:1); PC(31:1); PC(14:1_17:0)
LMGP01010380	Glycerophospholipids [GP]	Glycerophosphocholines [GP01]	C28H56NO8P	1,2-didecanoyl-sn-glycero-3-phosphocholine	PC(10:0/10:0)	Didecanoyl-L-alpha-glycerophosphorylcholine; Didecanoylglycerophosphocholine; Didecanoyllecithin; Didecanoylphosphatidylcholine; L-alpha-Didecanoylphosphatidylcholine; L-Dicapryllecithin; L-Didecanoyllecithin; PC(20:0); PC(10:0_10:0)
LMGP01010388	Glycerophospholipids [GP]	Glycerophosphocholines [GP01]	C34H68NO8P	1-decanoyl-2-hexadecanoyl-sn-glycero-3-phosphocholine	PC(10:0/16:0)	PC(26:0); PC(10:0_16:0)
LMGP01010390	Glycerophospholipids [GP]	Glycerophosphocholines [GP01]	C36H72NO8P	1-decanoyl-2-octadecanoyl-sn-glycero-3-phosphocholine	PC(10:0/18:0)	PC(28:0); PC(10:0_18:0)
LMGP01010392	Glycerophospholipids [GP]	Glycerophosphocholines [GP01]	C36H70NO8P	1-decanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine	PC(10:0/18:1(9Z))	PC(10:0/18:1); PC(28:1); PC(10:0_18:1)
LMGP01010393	Glycerophospholipids [GP]	Glycerophosphocholines [GP01]	C36H68NO8P	1-decanoyl-2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphocholine	PC(10:0/18:2(9Z,12Z))	PC(10:0/18:2); PC(28:2); PC(10:0_18:2)
LMGP01010394	Glycerophospholipids [GP]	Glycerophosphocholines [GP01]	C37H74NO8P	1-decanoyl-2-nonadecanoyl-sn-glycero-3-phosphocholine	PC(10:0/19:0)	PC(29:0); PC(10:0_19:0)
LMGP01010395	Glycerophospholipids [GP]	Glycerophosphocholines [GP01]	C38H76NO8P	1-decanoyl-2-eicosanoyl-sn-glycero-3-phosphocholine	PC(10:0/20:0)	PC(30:0); PC(10:0_20:0)
LMGP01010396	Glycerophospholipids [GP]	Glycerophosphocholines [GP01]	C39H78NO8P	1-decanoyl-2-heneicosanoyl-sn-glycero-3-phosphocholine	PC(10:0/21:0)	PC(31:0); PC(10:0_21:0)
LMGP01010397	Glycerophospholipids [GP]	Glycerophosphocholines [GP01]	C40H80NO8P	1-decanoyl-2-docosanoyl-sn-glycero-3-phosphocholine	PC(10:0/22:0)	PC(32:0); PC(10:0_22:0)
LMGP01010399	Glycerophospholipids [GP]	Glycerophosphocholines [GP01]	C41H82NO8P	1-decanoyl-2-tricosanoyl-sn-glycero-3-phosphocholine	PC(10:0/23:0)	PC(33:0); PC(10:0_23:0)
LMGP01010400	Glycerophospholipids [GP]	Glycerophosphocholines [GP01]	C42H84NO8P	1-decanoyl-2-tetracosanoyl-sn-glycero-3-phosphocholine	PC(10:0/24:0)	PC(34:0); PC(10:0_24:0)
LMGP01010401	Glycerophospholipids [GP]	Glycerophosphocholines [GP01]	C43H86NO8P	1-decanoyl-2-pentacosanoyl-sn-glycero-3-phosphocholine	PC(10:0/25:0)	PC(35:0); PC(10:0_25:0)
LMGP01010403	Glycerophospholipids [GP]	Glycerophosphocholines [GP01]	C22H44NO8P	1-decanoyl-2-butyryl-sn-glycero-3-phosphocholine	PC(10:0/4:0)	PC(14:0); PC(10:0_4:0)
LMGP01010407	Glycerophospholipids [GP]	Glycerophosphocholines [GP01]	C30H60NO8P	1,2-diundecanoyl-sn-glycero-3-phosphocholine	PC(11:0/11:0)	PC(22:0); PC(11:0_11:0)
LMGP01010414	Glycerophospholipids [GP]	Glycerophosphocholines [GP01]	C36H72NO8P	1-undecanoyl-2-heptadecanoyl-sn-glycero-3-phosphocholine	PC(11:0/17:0)	PC(28:0); PC(11:0_17:0)
LMGP01010416	Glycerophospholipids [GP]	Glycerophosphocholines [GP01]	C38H76NO8P	1-undecanoyl-2-nonadecanoyl-sn-glycero-3-phosphocholine	PC(11:0/19:0)	PC(30:0); PC(11:0_19:0)
LMGP01010417	Glycerophospholipids [GP]	Glycerophosphocholines [GP01]	C39H78NO8P	1-undecanoyl-2-eicosanoyl-sn-glycero-3-phosphocholine	PC(11:0/20:0)	PC(31:0); PC(11:0_20:0)
LMGP01010418	Glycerophospholipids [GP]	Glycerophosphocholines [GP01]	C40H80NO8P	1-undecanoyl-2-heneicosanoyl-sn-glycero-3-phosphocholine	PC(11:0/21:0)	PC(32:0); PC(11:0_21:0)
LMGP01010419	Glycerophospholipids [GP]	Glycerophosphocholines [GP01]	C41H82NO8P	1-undecanoyl-2-docosanoyl-sn-glycero-3-phosphocholine	PC(11:0/22:0)	PC(33:0); PC(11:0_22:0)
LMGP01010420	Glycerophospholipids [GP]	Glycerophosphocholines [GP01]	C42H84NO8P	1-undecanoyl-2-tricosanoyl-sn-glycero-3-phosphocholine	PC(11:0/23:0)	PC(34:0); PC(11:0_23:0)
LMGP01010421	Glycerophospholipids [GP]	Glycerophosphocholines [GP01]	C43H86NO8P	1-undecanoyl-2-tetracosanoyl-sn-glycero-3-phosphocholine	PC(11:0/24:0)	PC(35:0); PC(11:0_24:0)
LMGP01010422	Glycerophospholipids [GP]	Glycerophosphocholines [GP01]	C44H88NO8P	1-undecanoyl-2-pentacosanoyl-sn-glycero-3-phosphocholine	PC(11:0/25:0)	PC(36:0); PC(11:0_25:0)
LMGP01010429	Glycerophospholipids [GP]	Glycerophosphocholines [GP01]	C32H64NO8P	1,2-didodecanoyl-sn-glycero-3-phosphocholine	PC(12:0/12:0)	Dilauroyl phosphatidylcholine; 1,2-dilauroyl-sn-glycero-3-phosphocholine; 1,2-didodecanoyl-sn-phosphatidylcholine;1,2-Didodecanoyl-sn-glycero-3-phosphocholine;1,2-Dilauroyl-L-phosphatidylcholine; 1,2-Dilauroyl-sn-3-phosphatidylcholine; PC(24:0); PC(12:0_12:0)
LMGP01010432	Glycerophospholipids [GP]	Glycerophosphocholines [GP01]	C34H68NO8P	1-dodecanoyl-2-tetradecanoyl-sn-glycero-3-phosphocholine	PC(12:0/14:0)	PC(26:0); PC(12:0_14:0)
LMGP01010435	Glycerophospholipids [GP]	Glycerophosphocholines [GP01]	C36H72NO8P	1-dodecanoyl-2-hexadecanoyl-sn-glycero-3-phosphocholine	PC(12:0/16:0)	PC(28:0); PC(12:0_16:0)
LMGP01010438	Glycerophospholipids [GP]	Glycerophosphocholines [GP01]	C38H76NO8P	1-dodecanoyl-2-octadecanoyl-sn-glycero-3-phosphocholine	PC(12:0/18:0)	PC(30:0); PC(12:0_18:0)
LMGP01010440	Glycerophospholipids [GP]	Glycerophosphocholines [GP01]	C38H74NO8P	1-dodecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine	PC(12:0/18:1(9Z))	PC(12:0/18:1); PC(30:1); PC(12:0_18:1)
LMGP01010443	Glycerophospholipids [GP]	Glycerophosphocholines [GP01]	C22H44NO8P	1-dodecanoyl-2-acetyl-sn-glycero-3-phosphocholine	PC(12:0/2:0)	PC(14:0); PC(12:0_2:0)
LMGP01010444	Glycerophospholipids [GP]	Glycerophosphocholines [GP01]	C40H80NO8P	1-dodecanoyl-2-eicosanoyl-sn-glycero-3-phosphocholine	PC(12:0/20:0)	PC(32:0); PC(12:0_20:0)
LMGP01010446	Glycerophospholipids [GP]	Glycerophosphocholines [GP01]	C42H84NO8P	1-dodecanoyl-2-docosanoyl-sn-glycero-3-phosphocholine	PC(12:0/22:0)	PC(34:0); PC(12:0_22:0)
LMGP01010447	Glycerophospholipids [GP]	Glycerophosphocholines [GP01]	C42H72NO8P	1-dodecanoyl-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine	PC(12:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	PC(12:0/22:6); PC(34:6); PC(12:0_22:6)
LMGP01010448	Glycerophospholipids [GP]	Glycerophosphocholines [GP01]	C43H86NO8P	1-dodecanoyl-2-tricosanoyl-sn-glycero-3-phosphocholine	PC(12:0/23:0)	PC(35:0); PC(12:0_23:0)
LMGP01010449	Glycerophospholipids [GP]	Glycerophosphocholines [GP01]	C44H88NO8P	1-dodecanoyl-2-tetracosanoyl-sn-glycero-3-phosphocholine	PC(12:0/24:0)	PC(36:0); PC(12:0_24:0)
LMGP01010452	Glycerophospholipids [GP]	Glycerophosphocholines [GP01]	C46H92NO8P	1-dodecanoyl-2-hexacosanoyl-sn-glycero-3-phosphocholine	PC(12:0/26:0)	PC(38:0); PC(12:0_26:0)
LMGP01010456	Glycerophospholipids [GP]	Glycerophosphocholines [GP01]	C34H68NO8P	1,2-ditridecanoyl-sn-glycero-3-phosphocholine	PC(13:0/13:0)	1,2-Ditridecanoyl-sn-glycero-3-phosphocholine; PC(26:0); PC(13:0_13:0)
LMGP01010459	Glycerophospholipids [GP]	Glycerophosphocholines [GP01]	C36H72NO8P	1-tridecanoyl-2-pentadecanoyl-sn-glycero-3-phosphocholine	PC(13:0/15:0)	PC(28:0); PC(13:0_15:0)
LMGP01010461	Glycerophospholipids [GP]	Glycerophosphocholines [GP01]	C38H76NO8P	1-tridecanoyl-2-heptadecanoyl-sn-glycero-3-phosphocholine	PC(13:0/17:0)	PC(30:0); PC(13:0_17:0)
LMGP01010463	Glycerophospholipids [GP]	Glycerophosphocholines [GP01]	C40H80NO8P	1-tridecanoyl-2-nonadecanoyl-sn-glycero-3-phosphocholine	PC(13:0/19:0)	PC(32:0); PC(13:0_19:0)
LMGP01010465	Glycerophospholipids [GP]	Glycerophosphocholines [GP01]	C41H82NO8P	1-tridecanoyl-2-eicosanoyl-sn-glycero-3-phosphocholine	PC(13:0/20:0)	PC(33:0); PC(13:0_20:0)
LMGP01010466	Glycerophospholipids [GP]	Glycerophosphocholines [GP01]	C42H84NO8P	1-tridecanoyl-2-heneicosanoyl-sn-glycero-3-phosphocholine	PC(13:0/21:0)	PC(34:0); PC(13:0_21:0)
LMGP01010468	Glycerophospholipids [GP]	Glycerophosphocholines [GP01]	C44H88NO8P	1-tridecanoyl-2-tricosanoyl-sn-glycero-3-phosphocholine	PC(13:0/23:0)	PC(36:0); PC(13:0_23:0)
LMGP01010470	Glycerophospholipids [GP]	Glycerophosphocholines [GP01]	C46H92NO8P	1-tridecanoyl-2-pentacosanoyl-sn-glycero-3-phosphocholine	PC(13:0/25:0)	PC(38:0); PC(13:0_25:0)
LMGP01010475	Glycerophospholipids [GP]	Glycerophosphocholines [GP01]	C34H68NO8P	1-tetradecanoyl-2-dodecanoyl-sn-glycero-3-phosphocholine	PC(14:0/12:0)	PC(26:0); PC(12:0_14:0)
LMGP01010477	Glycerophospholipids [GP]	Glycerophosphocholines [GP01]	C36H72NO8P	1,2-ditetradecanoyl-sn-glycero-3-phosphocholine	PC(14:0/14:0)	1,2-dimyristoyl-sn-glycero-3-phosphocholine; Dimyristoyl phosphatidylcholine; Choline, phosphate, ester with L-1,2-dimyristin; beta,gamma-Dimyristoyl L-alpha-phosphatidylcholine; 1,2-Bis(myristoyl)-sn-glycerophosphocholine; 1,2-Dimyristoylphosphatidylcholine; 1,2-Dimyristoyl-L-3-phosphatidylcholine; PC(28:0); PC(14:0_14:0)
LMGP01010479	Glycerophospholipids [GP]	Glycerophosphocholines [GP01]	C37H74NO8P	1-tetradecanoyl-2-pentadecanoyl-sn-glycero-3-phosphocholine	PC(14:0/15:0)	PC(29:0); PC(14:0_15:0)
LMGP01010481	Glycerophospholipids [GP]	Glycerophosphocholines [GP01]	C38H76NO8P	1-tetradecanoyl-2-hexadecanoyl-sn-glycero-3-phosphocholine	PC(14:0/16:0)	PC(30:0); PC(14:0_16:0)
LMGP01010485	Glycerophospholipids [GP]	Glycerophosphocholines [GP01]	C38H74NO8P	1-tetradecanoyl-2-(9Z-hexadecenoyl)-sn-glycero-3-phosphocholine	PC(14:0/16:1(9Z))	PC(14:0/16:1); PC(30:1); PC(14:0_16:1)
LMGP01010488	Glycerophospholipids [GP]	Glycerophosphocholines [GP01]	C40H80NO8P	1-tetradecanoyl-2-octadecanoyl-sn-glycero-3-phosphocholine	PC(14:0/18:0)	PC(32:0); PC(14:0_18:0)
LMGP01010490	Glycerophospholipids [GP]	Glycerophosphocholines [GP01]	C40H78NO8P	1-tetradecanoyl-2-(11Z-octadecenoyl)-sn-glycero-3-phosphocholine	PC(14:0/18:1(11Z))	PC(14:0/18:1); PC(32:1); PC(14:0_18:1)
LMGP01010492	Glycerophospholipids [GP]	Glycerophosphocholines [GP01]	C40H78NO8P	1-tetradecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine	PC(14:0/18:1(9Z))	PC(14:0/18:1); PC(32:1); PC(14:0_18:1)
LMGP01010494	Glycerophospholipids [GP]	Glycerophosphocholines [GP01]	C40H76NO8P	1-tetradecanoyl-2-(11Z,14Z-octadecadienoyl)-sn-glycero-3-phosphocholine	PC(14:0/18:2(11Z,14Z))	PC(14:0/18:2); PC(32:2); PC(14:0_18:2)
LMGP01010496	Glycerophospholipids [GP]	Glycerophosphocholines [GP01]	C40H76NO8P	1-tetradecanoyl-2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphocholine	PC(14:0/18:2(9Z,12Z))	PC(14:0/18:2); PC(32:2); PC(14:0_18:2)
LMGP01010497	Glycerophospholipids [GP]	Glycerophosphocholines [GP01]	C40H74NO8P	1-tetradecanoyl-2-(9Z,12Z,15Z-octadecatrienoyl)-sn-glycero-3-phosphocholine	PC(14:0/18:3(9Z,12Z,15Z))	PC(14:0/18:3); PC(32:3); PC(14:0_18:3)
LMGP01010499	Glycerophospholipids [GP]	Glycerophosphocholines [GP01]	C40H72NO8P	1-tetradecanoyl-2-(6Z,9Z,12Z,15Z-octadecatetraenoyl)-sn-glycero-3-phosphocholine	PC(14:0/18:4(6Z,9Z,12Z,15Z))	PC(14:0/18:4); PC(32:4); PC(14:0_18:4)
LMGP01010500	Glycerophospholipids [GP]	Glycerophosphocholines [GP01]	C40H72NO8P	1-tetradecanoyl-2-(9E,11E,13E,15E-octadecatetraenoyl)-sn-glycero-3-phosphocholine	PC(14:0/18:4(9E,11E,13E,15E))	PC(14:0/18:4); PC(32:4); PC(14:0_18:4)
LMGP01010504	Glycerophospholipids [GP]	Glycerophosphocholines [GP01]	C24H48NO8P	1-tetradecanoyl-2-acetyl-sn-glycero-3-phosphocholine	PC(14:0/2:0)	PC(16:0); PC(14:0_2:0)
LMGP01010505	Glycerophospholipids [GP]	Glycerophosphocholines [GP01]	C42H84NO8P	1-tetradecanoyl-2-eicosanoyl-sn-glycero-3-phosphocholine	PC(14:0/20:0)	PC(34:0); PC(14:0_20:0)
LMGP01010506	Glycerophospholipids [GP]	Glycerophosphocholines [GP01]	C42H76NO8P	1-tetradecanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphocholine	PC(14:0/20:4(5Z,8Z,11Z,14Z))	PC(14:0/20:4); PC(34:4); PC(14:0_20:4)
LMGP01010508	Glycerophospholipids [GP]	Glycerophosphocholines [GP01]	C42H74NO8P	1-tetradecanoyl-2-(5Z,8Z,11Z,14Z,17Z-eicosapentaenoyl)-sn-glycero-3-phosphocholine	PC(14:0/20:5(5Z,8Z,11Z,14Z,17Z))	PC(14:0/20:5); PC(34:5); PC(14:0_20:5)
LMGP01010511	Glycerophospholipids [GP]	Glycerophosphocholines [GP01]	C44H88NO8P	1-tetradecanoyl-2-docosanoyl-sn-glycero-3-phosphocholine	PC(14:0/22:0)	PC(36:0); PC(14:0_22:0)
LMGP01010512	Glycerophospholipids [GP]	Glycerophosphocholines [GP01]	C44H76NO8P	1-tetradecanoyl-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine	PC(14:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	PC(14:0/22:6); PC(36:6); PC(14:0_22:6)
LMGP01010515	Glycerophospholipids [GP]	Glycerophosphocholines [GP01]	C46H92NO8P	1-tetradecanoyl-2-tetracosanoyl-sn-glycero-3-phosphocholine	PC(14:0/24:0)	PC(38:0); PC(14:0_24:0)
LMGP01010516	Glycerophospholipids [GP]	Glycerophosphocholines [GP01]	C46H90NO8P	1-tetradecanoyl-2-(15Z-tetracosenoyl)-sn-glycero-3-phosphocholine	PC(14:0/24:1(15Z))	PC(14:0/24:1); PC(38:1); PC(14:0_24:1)
LMGP01010518	Glycerophospholipids [GP]	Glycerophosphocholines [GP01]	C48H96NO8P	1-tetradecanoyl-2-hexacosanoyl-sn-glycero-3-phosphocholine	PC(14:0/26:0)	PC(40:0); PC(14:0_26:0)
LMGP01010521	Glycerophospholipids [GP]	Glycerophosphocholines [GP01]	C36H68NO8P	1,2-di-(9E-tetradecenoyl)-sn-glycero-3-phosphocholine	PC(14:1(9E)/14:1(9E))	PC(14:1/14:1); PC(28:2); PC(14:1_14:1)
LMGP01010523	Glycerophospholipids [GP]	Glycerophosphocholines [GP01]	C36H68NO8P	1,2-di-(9Z-tetradecenoyl)-sn-glycero-3-phosphocholine	PC(14:1(9Z)/14:1(9Z))	1,2-Dimyristoleoyl-sn-glycero-3-phosphocholine; Dimyristoleoyl-L-alpha-glycerophosphorylcholine; L-Dimyristoleoyl lecithin; PC(14:1/14:1); PC(28:2); PC(14:1_14:1)
LMGP01010528	Glycerophospholipids [GP]	Glycerophosphocholines [GP01]	C36H72NO8P	1-pentadecanoyl-2-tridecanoyl-sn-glycero-3-phosphocholine	PC(15:0/13:0)	PC(28:0); PC(13:0_15:0)
LMGP01010530	Glycerophospholipids [GP]	Glycerophosphocholines [GP01]	C38H76NO8P	1,2-dipentadecanoyl-sn-glycero-3-phosphocholine	PC(15:0/15:0)	Pentadecanoin, 1,2-di-, phosphate, ester with choline, L-; 1,2-Dipentadecanoyl-sn-glycero-3-phosphocholine; L-alpha-Dipentadecanoyl phosphatidylcholine; PC(30:0); PC(15:0_15:0)
LMGP01010532	Glycerophospholipids [GP]	Glycerophosphocholines [GP01]	C39H78NO8P	1-pentadecanoyl-2-hexadecanoyl-sn-glycero-3-phosphocholine	PC(15:0/16:0)	PC(31:0); PC(15:0_16:0)
LMGP01010535	Glycerophospholipids [GP]	Glycerophosphocholines [GP01]	C39H76NO8P	1-pentadecanoyl-2-(9Z-hexadecenoyl)-sn-glycero-3-phosphocholine	PC(15:0/16:1(9Z))	PC(15:0/16:1); PC(31:1); PC(15:0_16:1)
LMGP01010537	Glycerophospholipids [GP]	Glycerophosphocholines [GP01]	C40H80NO8P	1-pentadecanoyl-2-heptadecanoyl-sn-glycero-3-phosphocholine	PC(15:0/17:0)	PC(32:0); PC(15:0_17:0)
LMGP01010539	Glycerophospholipids [GP]	Glycerophosphocholines [GP01]	C41H82NO8P	1-pentadecanoyl-2-octadecanoyl-sn-glycero-3-phosphocholine	PC(15:0/18:0)	PC(33:0); PC(15:0_18:0)
LMGP01010541	Glycerophospholipids [GP]	Glycerophosphocholines [GP01]	C41H80NO8P	1-pentadecanoyl-2-(11Z-octadecenoyl)-sn-glycero-3-phosphocholine	PC(15:0/18:1(11Z))	PC(15:0/18:1); PC(33:1); PC(15:0_18:1)
LMGP01010543	Glycerophospholipids [GP]	Glycerophosphocholines [GP01]	C41H78NO8P	1-pentadecanoyl-2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphocholine	PC(15:0/18:2(9Z,12Z))	PC(15:0/18:2); PC(33:2); PC(15:0_18:2)
LMGP01010545	Glycerophospholipids [GP]	Glycerophosphocholines [GP01]	C42H84NO8P	1-pentadecanoyl-2-nonadecanoyl-sn-glycero-3-phosphocholine	PC(15:0/19:0)	PC(34:0); PC(15:0_19:0)
LMGP01010549	Glycerophospholipids [GP]	Glycerophosphocholines [GP01]	C44H88NO8P	1-pentadecanoyl-2-heneicosanoyl-sn-glycero-3-phosphocholine	PC(15:0/21:0)	PC(36:0); PC(15:0_21:0)
LMGP01010557	Glycerophospholipids [GP]	Glycerophosphocholines [GP01]	C36H72NO8P	1-hexadecanoyl-2-dodecanoyl-sn-glycero-3-phosphocholine	PC(16:0/12:0)	PC(28:0); PC(12:0_16:0)
LMGP01010560	Glycerophospholipids [GP]	Glycerophosphocholines [GP01]	C38H76NO8P	1-hexadecanoyl-2-tetradecanoyl-sn-glycero-3-phosphocholine	PC(16:0/14:0)	PC(30:0); PC(14:0_16:0)
LMGP01010562	Glycerophospholipids [GP]	Glycerophosphocholines [GP01]	C39H78NO8P	1-hexadecanoyl-2-pentadecanoyl-sn-glycero-3-phosphocholine	PC(16:0/15:0)	PC(31:0); PC(15:0_16:0)
LMGP01010564	Glycerophospholipids [GP]	Glycerophosphocholines [GP01]	C40H80NO8P	1,2-dihexadecanoyl-sn-glycero-3-phosphocholine	PC(16:0/16:0)	Dipalmitoyl phosphatidylcholine; Dipalmitoyl-phosphatidylcholine; 1,2-dipalmitoyl-sn-glycero-3-phosphocholine; 1,2-Dipalmitoyl-3-sn-phosphatidylcholine; 1,2-Dipalmitoyl-L-lecithin; DPPC; PC(32:0); PC(16:0_16:0)
LMGP01010566	Glycerophospholipids [GP]	Glycerophosphocholines [GP01]	C40H78NO8P	1-hexadecanoyl-2-(9Z-hexadecenoyl)-sn-glycero-3-phosphocholine	PC(16:0/16:1(9Z))	PC(16:0/16:1); PC(32:1); PC(16:0_16:1)
LMGP01010568	Glycerophospholipids [GP]	Glycerophosphocholines [GP01]	C40H72NO8P	1-hexadecanoyl-2-(2E,4E,12E,14E-hexadecatetraenoyl)-sn-glycero-3-phosphocholine	PC(16:0/16:4(2E,4E,12E,14E))	PC(16:0/16:4); PC(32:4); PC(16:0_16:4)
LMGP01010569	Glycerophospholipids [GP]	Glycerophosphocholines [GP01]	C41H82NO8P	1-hexadecanoyl-2-heptadecanoyl-sn-glycero-3-phosphocholine	PC(16:0/17:0)	PC(33:0); PC(16:0_17:0)
LMGP01010571	Glycerophospholipids [GP]	Glycerophosphocholines [GP01]	C41H80NO8P	1-hexadecanoyl-2-(9Z-heptadecenoyl)-sn-glycero-3-phosphocholine	PC(16:0/17:1(9Z))	PC(16:0/17:1); PC(33:1); PC(16:0_17:1)
